ID Date "Start time" "End time" Time "Agenda item" "Case no" "Case type" "Agenda title" "Subject 1" "Subject 2" Name Gender Party Role Title Birth Age Text
20110527112527 2011-05-27 11:25:27 11:25:33 6 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Mogens Lykketoft" Male S formand "Første næstformand" 1946-01-09 65 "der er et par korte bemærkninger. først er det hr. frank aaen."
20110527112533 2011-05-27 11:25:33 11:25:50 17 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Frank Aaen" Male EL medlem nil 1951-07-25 60 "jeg er helt med på, at socialdemokratiet aldrig har krævet eller sagt, at tibet skal være en selvstændig nation, men har socialdemokratiet før verbalnoten udtalt sig principielt mod tibetanernes ret til uafhængighed?"
20110527112550 2011-05-27 11:25:50 11:25:55 5 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Mogens Lykketoft" Male S formand "Første næstformand" 1946-01-09 65 ordføreren.
20110527112555 2011-05-27 11:25:55 11:26:43 48 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Jeppe Kofod" Male S medlem nil 1974-03-14 37 "jeg tror, at hr. frank aaen godt ved, at vi har en etkinapolitik på linje med usa, resten af eu osv., der går ud på, at vi respekterer kinas territoriale integritet og hermed også, at tibet er en del af kina. men inden for etkinapolitikken ønsker vi autonomi, når det gælder religiøse forhold, kulturelle forhold, respekt for menneskerettigheder osv. for tibetanerne. det er politikken, og derfor ville det være tosset og mærkeligt, hvis vi gik ud og sagde, at vi ønsker, at tibetanerne skal have deres egen stat, også fordi de ikke selv ønsker det. det ville jo ikke være særlig klogt, og det tror jeg heller ikke der ville komme noget godt ud af. så jeg kan ikke erindre, at nogen socialdemokrater har sagt, at tibet skal have deres egen stat. det tror jeg må stå for hr. frank aaens egen regning."
20110527112643 2011-05-27 11:26:43 11:26:47 4 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Thor Pedersen" Male V formand Formanden 1945-06-14 66 "hr. frank aaen."
20110527112647 2011-05-27 11:26:47 11:27:29 42 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Frank Aaen" Male EL medlem nil 1951-07-25 60 "men jeg startede jo også med at sige, at jeg var klar over, at man ikke har sagt det. det, jeg spurgte til, var, om socialdemokratiet har sagt, at tibetanerne ikke har ret til en selvstændig statsdannelse. må jeg så lige sige noget til det der med etkinapolitikken. det diskuterede vi også sidste år. etkinapolitikken var jo et spørgsmål om, om det var taiwan eller beijing, der repræsenterede kina. det var det, der var problemstillingen vedrørende etkinapolitikken, og der siger man, at det er beijing, der repræsenterer hele kina. det er noget helt andet. men igen: har socialdemokratiet før verbalnoten udtalt sig principielt imod tibetanernes ret til selvstændighed?"
20110527112729 2011-05-27 11:27:29 11:27:31 2 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Thor Pedersen" Male V formand Formanden 1945-06-14 66 ordføreren.
20110527112731 2011-05-27 11:27:31 11:28:04 33 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Jeppe Kofod" Male S medlem nil 1974-03-14 37 "jeg har meget svært ved at forstå spørgsmålet, for det er jo ikke det, der er tibetanernes ønske. tibetanerne ønsker ikke en selvstændig stat, og hvorfor så diskutere det? det, tibetanerne ønsker, og det, vi kæmper for, er autonomi inden for kinas grænser. derfor synes jeg, at det er et lidt mystisk spørgsmål, hr. frank aaen stiller. men jeg vil gerne bekræfte, at vi talrige gange har udtalt os stærkt til støtte for dalai lama og tibetanernes ønske om autonomi på det religiøse og kulturelle område, og hvad angår respekt for menneskerettighederne, inden for kina grænser."
20110527112804 2011-05-27 11:28:04 11:28:09 5 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Thor Pedersen" Male V formand Formanden 1945-06-14 66 "så er der en kort bemærkning fra hr. søren espersen."
20110527112809 2011-05-27 11:28:09 11:28:57 48 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Søren Espersen" Male DF medlem nil 1953-07-20 58 "tak. til den diskussion om, hvorvidt »independence« betyder »uafhængighed« eller »selvstændighed« – og der er også det engelske udtryk autonomy – vil jeg sige, at jeg synes, det er stort set det samme. kan vi ikke bare sige, at det er nogenlunde det samme? det bliver brugt fuldstændig i flæng. nu siger hr. jeppe kofod, at tibetanerne jo slet ikke ønsker det her. hvad så hvis de på en kongres om et par uger finder ud af, at de gør det? skal vi så ændre den her verbalnote, hvor der står, at nu modsætter vi os tibetansk uafhængighed, eller skal den bare blive stående? hvis nu der sker det – det er en hypotetisk situation – at tibetanerne pludselig siger, at de vil have fuld selvstændighed, hvor står socialdemokraterne så?"
20110527112857 2011-05-27 11:28:57 11:28:59 2 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Thor Pedersen" Male V formand Formanden 1945-06-14 66 ordføreren.
20110527112859 2011-05-27 11:28:59 11:29:55 56 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Jeppe Kofod" Male S medlem nil 1974-03-14 37 "jeg synes, at den her debat er meget, meget mystisk. altså, jeg synes, at det i dansk udenrigspolitik er vigtigt, at vi arbejder med realiteter og ikke fuldstændig usandsynlige teoretiske hypoteser som den, hr. søren espersen stiller op. tibetanerne har ikke ønsket en selvstændig stat. de ønsker autonomi inden for kinas grænser. det skal vi støtte dem i. jeg citerede fra dalai lamas egen hjemmeside, hvor det her er slået fast, og jeg synes, det er det, vi skal koncentrere os om. hvad nogen måtte beslutte ud i fremtiden, aner vi jo ikke, men jeg tror, at det er stærkt usandsynligt. i stedet for synes jeg, vi skal koncentrere kampen om at sikre tibetanernes menneskerettigheder. det er der stærkt behov for. der er stærkt behov for en kritisk dialog med kina om de her punkter, men ikke for at begynde at sige, at det er et helt andet mål, vi sætter i folketinget, for deres selvstændighed. jeg synes, at man gør dem en bjørnetjeneste, og jeg er ked af, at debatten bliver ført på så hypotetisk et grundlag."
20110527112955 2011-05-27 11:29:55 11:29:57 2 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Thor Pedersen" Male V formand Formanden 1945-06-14 66 "hr. søren espersen."
20110527112957 2011-05-27 11:29:57 11:30:52 55 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Søren Espersen" Male DF medlem nil 1953-07-20 58 "så glemmer vi det med det hypotetiske. jeg kan bare stadig væk konstatere, at dalai lama altså ikke syntes, at den verbalnote var noget særligt at samle på. han kaldte den en fejlvurdering, og han kaldte den upassende. det lader vi bare stå. det næste spørgsmål, jeg vil stille hr. jeppe kofod, er: hvad angår det her engelske ord oppose, altså at modsætte sig, hvorfor tror hr. jeppe kofod så, at det lige pludselig gik forrygende godt med eksporten til kina, efter at den her verbalnote, som efter hans egne oplysninger slet ikke ændrede spor i dansk udenrigspolitik over for kina, blev vedtaget? alting gik som smurt, ingen blev længere chikaneret. hvis ikke den her verbalnote havde nogen som helst betydning, hvad var det så, der gjorde, at det skiftede dramatisk fra den 9. december til den 10. december? hvad var det så, der var foregået i mellemtiden, der gjorde det langt, langt nemmere for dansk erhvervsliv at eksportere til kina?"
20110527113052 2011-05-27 11:30:52 11:30:57 5 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Thor Pedersen" Male V formand Formanden 1945-06-14 66 ordføreren.
20110527113057 2011-05-27 11:30:57 11:31:57 60 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Jeppe Kofod" Male S medlem nil 1974-03-14 37 "i det ritzautelegram, som jeg tror hr. søren espersen citerer dalai lama for, sagde dalai lama også, og jeg citerer: »både danmark og resten af eu har ret til selv at træffe beslutninger. i kan selv vurdere, hvad der er rigtigt og forkert. der er ikke brug for belærende foredrag fra andre.« jeg synes næsten, at det taler lidt for sig selv. dalai lama respekterer, at vi fører den udenrigspolitik, vi gør. hr. søren espersen kom i øvrigt til at sige, at han var fuldstændig enig i verbalnoten bortset fra ét punkt, hvor man fastslår det, der har været dansk politik gennem alle tider, nemlig at vi ikke støtter en uafhængig tibetansk stat. det synes jeg vi skal holde fast i. for at fremme tibetanernes rettigheder er det vigtigt med et godt forhold til kina, som vi så kan føre en kritisk dialog med. det er det, der er tanken her. det ved hr. søren espersen jo også godt."
20110527113157 2011-05-27 11:31:57 11:32:07 10 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Thor Pedersen" Male V formand Formanden 1945-06-14 66 "tak til hr. jeppe kofod. der er ikke flere ønsker om korte bemærkninger. så er det hr. holger k. nielsen som ordfører."
20110527113215 2011-05-27 11:32:15 11:37:19 304 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Holger K. Nielsen" Male SF medlem nil 1950-04-23 61 "den her debat handler om tibet, men den handler jo faktisk lige så meget om kina og den nye verdensorden, som er under fremvækst, for det er jo tydeligt, at det hidtidige amerikanske overherredømme er under pres. usa kan ikke længere styre verden efter sit eget forgodtbefindende, men udfordres af nye stormagter som brasilien, sydafrika og ikke mindst kina. det er helt, helt afgørende, at denne forandring i magtbalancerne også afspejler sig i de valg, vi skal træffe i dansk udenrigspolitik. vi har en fundamental interesse i et fornuftigt forhold til kina, dette enorme land, der er så svært at forstå, et land, der kalder sig kommunistisk, men hvor den praktiserende kommunisme er så langt fra den oprindelige betydning af dette ord, som overhovedet tænkes kan, et land, hvor konfutse spiller en større rolle end marx, et land, der har store demokratiske problemer, men alligevel har været i stand til at skabe store økonomiske fremskridt de seneste år. det har vi en interesse i, ikke kun af hensyn til kinas økonomiske betydning, men nok så meget, fordi kina også er blevet en sværvægter i den globale politik. jeg bruger meget bevidst udtrykket et fornuftigt forhold, for det er noget andet end et ukritisk forhold, for der er meget at kritisere. overgreb på menneskerettigheder og informationsfrihed, enorme økonomiske uligheder gennem den buldrende kapitalisme, kina udsættes for, et demokratisk underskud af dimensioner og en på mange måder kynisk udenrigspolitik, der holder hånden over grusomme diktatorer, og en politik over for tibet, der har været præget af magtarrogance og overgreb. men det skal også huskes, at kina i dag er et langt bedre sted at bo end under kulturrevolutionens excesser og de første år efter maos fald, hvor økonomien var præget af ineffektivitet, og hvor de demokratiske fremskridt var små. på trods af de kritiske forhold er den politiske og økonomiske udvikling i kina i de senere år et fremskridt, og det er et fremskridt, som vi også globalt har set glæde af. naturligvis skal vi have et fornuftigt, men ikke ukritisk, forhold til en så vigtig aktør i den globale politik. forholdet til kina blev slået noget ud af kurs sidste år, da statsministeren mødte dalai lama. den kinesiske reaktion var urimelig, for den danske statsminister har selvfølgelig ret til at møde, hvem han vil, og han satte jo hverken spørgsmålstegn ved den danske etkinapolitik eller kinas territoriale integritet. ikke desto mindre opstod der et problem, som var reelt, og som vi havde en interesse i at få løst. der blev ikke tale om nogen undskyldning fra dansk side. i stedet for kom denne verbalnote, som er et stykke diplomatisk arbejde i fuldstændig klassisk forstand. kinesernes bekymring gik på den territoriale integritet, og der siger vi så i verbalnoten: o.k., jamen den bekymring synes vi ikke man skal tage så alvorligt, for vi har ingen problemer med at bekræfte, at den territoriale integritet står ved magt. det, vi er interesserede i jo på linje med dalai lama, tibetanerne, er kampen for autonomi, for kulturel selvstændighed, uden at det skal føre til en uafhængig stat. det er jo det, som er øvelsen i alt det her, og det er jo det, som verbalnoten også beskriver. man kan diskutere, om vi skulle være gået ind i den her proces. vi syntes, at det var rigtigt at gøre det. men det betyder jo ikke, og det er vigtigt at få understreget, at vi har lagt os ned for kina i forbindelse med at kunne kritisere kinas overgreb på menneskerettigheder, heller ikke i forhold til at kunne støtte forhandlingerne om mere autonomi til tibet, heller ikke til at kunne kritisere kinesiske overgreb i tibet, for de foregår stadig væk, og den slags skal vi kritisere. derfor synes jeg ikke, at den her semantiske exces, som hr. søren espersen har excelleret i i dag, giver et særlig fornuftigt bidrag til, hvordan vi kan formulere dansk udenrigspolitik i forhold til kina og andre væsentlige problemer i den globale politik."
20110527113719 2011-05-27 11:37:19 11:37:25 6 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Thor Pedersen" Male V formand Formanden 1945-06-14 66 "tak. der er ønsker om korte bemærkninger, og den første er fra hr. frank aaen."
20110527113725 2011-05-27 11:37:25 11:37:49 24 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Frank Aaen" Male EL medlem nil 1951-07-25 60 "jeg har bare et enkelt spørgsmål. har sf før verbalnoten udtrykt sig imod tibetanernes ret til selvstændighed? jeg siger ikke, at man har støttet tibetansk selvstændighed – det har sf mig bekendt ikke – men har man før undsagt tibetanernes ret til i givet fald at få selvstændighed?"
20110527113749 2011-05-27 11:37:49 11:37:51 2 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Thor Pedersen" Male V formand Formanden 1945-06-14 66 ordføreren.
20110527113751 2011-05-27 11:37:51 11:39:11 80 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Holger K. Nielsen" Male SF medlem nil 1950-04-23 61 "ligesom tidligere forstår jeg ikke helt spørgsmålet. jeg ved det ikke, jeg kan ikke huske, om vi har det. det er ikke noget, som har spillet så stor en rolle i sf’s kinapolitik. vi havde på et tidspunkt, eksempelvis i 1980’erne, et rimeligt forhold til det kinesiske kommunistparti, men det blev så ødelagt efter optøjerne i 1989, og så opgav vi alle kontakter til dem. jeg har været tilbage og set i vores interne historie, og i den kontakt, vi havde til kineserne, spillede tibet ikke nogen særlig stor rolle, og det gjorde tibet heller ikke for den øvrige venstrefløj i øvrigt. dkp, som hr. frank aaen var medlem af, havde jo et særdeles anstrengt forhold til kineserne, ved jeg, så jeg tror ikke, dkp var inde i den debat, men jeg kunne dårligt forestille mig, at dkp gik ind og støttede tibetanerne, og det gjorde den øvrige venstrefløj heller ikke. det var ikke tibetspørgsmålet, som man da var optaget af, det var helt andre spørgsmål, det var spørgsmål omkring kinas sociale og økonomiske udvikling og mulighederne for, at man kunne få en form for socialisme/kommunisme, som nogle troede på, men som vi andre ikke troede på, og hvor man kan sige, at vi i hvert fald fik ret i vores meget negative antagelser om, hvad der skete, især under kulturrevolutionen."
20110527113911 2011-05-27 11:39:11 11:39:13 2 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Thor Pedersen" Male V formand Formanden 1945-06-14 66 "hr. frank aaen."
20110527113913 2011-05-27 11:39:13 11:39:26 13 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Frank Aaen" Male EL medlem nil 1951-07-25 60 "lad mig så gøre spørgsmålet endnu mere principielt. er det ikke sf’s opfattelse, at et folk har ret til selvstændighed, hvis det folk ønsker det?"
20110527113926 2011-05-27 11:39:26 11:39:28 2 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Thor Pedersen" Male V formand Formanden 1945-06-14 66 ordføreren.
20110527113928 2011-05-27 11:39:28 11:40:42 74 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Holger K. Nielsen" Male SF medlem nil 1950-04-23 61 "der er jo to hensyn her, for der er også den territoriale integritet. har f.eks. catalanerne ret til selvstændighed, hvis de beder om det? det ved jeg da ikke om vi umiddelbart ville støtte, muligvis, men det er ikke noget, man kan svare på generelt. kurdernes sag er jeg selv meget optaget af, og der er det jo ikke noget krav fra kurdernes side, at de skal have deres egen stat. de er ved at udvikle noget, der ligner en stat, i det nordlige irak, og det er meget positivt og flot, at de forsøger på at gøre det, men det er jo ikke et krav, vi har stillet, og heller ikke et krav, som de selv stiller. man kan også diskutere det i forbindelse med baskerne, der er også nogle i baskerlandet, der vil have, at baskerne løsriver sig fra spanien. men det er jo ikke et spørgsmål, man kan tage stilling til principielt, det er jo meget konkrete spørgsmål, man da skal forholde sig til. omkring kosovo var der jo en diskussion, og der var hr. søren espersen meget imod, at kosovo fik selvstændighed, netop ud fra hensynet til den territoriale integritet, mens vi mente, at det var rimeligt, at de fik den. men igen vil jeg sige, at det jo ikke er noget, man kan diskutere abstrakt, man er nødt til meget konkret at gå ind i det, når man skal vurdere det her spørgsmål."
20110527114042 2011-05-27 11:40:42 11:40:44 2 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Thor Pedersen" Male V formand Formanden 1945-06-14 66 "så er det hr. søren espersen for en kort bemærkning."
20110527114044 2011-05-27 11:40:44 11:41:19 35 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Søren Espersen" Male DF medlem nil 1953-07-20 58 "jeg har nu aldrig hørt, at der nogen sinde er blevet stillet spørgsmål om, hvor tibet ligger, og hvor de grænser er. det tror jeg man kan finde selv på kinesiske kort. så der er ingen territoriale problemer i den her henseende. men må jeg godt lige spørge: da hr. holger k. nielsen på daværende udenrigsminister per stig møllers kontor blev præsenteret for den her verbalnote og skulle tage stilling til den, hvilke overvejelser gjorde sf sig så i forbindelse med det ord, at sf pludselig skulle  modsætte sig hvilke overvejelser gjorde hr. holger k. nielsen sig?"
20110527114119 2011-05-27 11:41:19 11:41:21 2 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Thor Pedersen" Male V formand Formanden 1945-06-14 66 ordføreren.
20110527114121 2011-05-27 11:41:21 11:41:42 21 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Holger K. Nielsen" Male SF medlem nil 1950-04-23 61 "nu bliver det da helt mærkeligt. for cirka en time siden sagde hr. søren espersen, at den her blev lagt på bordet i udenrigspolitisk nævn, uden at vi havde set det før. nu taler han om møder på kontoret i udenrigsministeriet. så useriøst kan man ikke diskutere, vil jeg sige til hr. søren espersen. det er jo helt ude i hampen."
20110527114142 2011-05-27 11:41:42 11:41:44 2 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Thor Pedersen" Male V formand Formanden 1945-06-14 66 "hr. søren espersen."
20110527114144 2011-05-27 11:41:44 11:42:33 49 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Søren Espersen" Male DF medlem nil 1953-07-20 58 "så må vi jo finde den tale, som jeg holdt, frem. det, jeg sagde, var, at hvert parti blev præsenteret for det her hos udenrigsministeren. der var ikke nogen seriøse forhandlinger i udenrigspolitisk nævn. det var det, jeg sagde. find det selv frem bagefter! siden det nærmest var en videreførelse af det, der havde været dansk udenrigspolitik, som sf var tilhængere af, hvordan kan hr. holger k. nielsen så forklare, at efter at den note lå der på kinesisk forlangende, gik alting meget nemmere for dansk eksport fra danske erhvervsdrivende, for restauratører, der skulle have møder osv. her i danmark? hvorfor var det, at det lige pludselig begyndte at glide i smør, hvis det i og for sig bare var noget, der skulle præciseres?"
20110527114233 2011-05-27 11:42:33 11:42:35 2 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Thor Pedersen" Male V formand Formanden 1945-06-14 66 ordføreren.
20110527114235 2011-05-27 11:42:35 11:43:54 79 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Holger K. Nielsen" Male SF medlem nil 1950-04-23 61 "der er ingen tvivl om, at der var en konflikt – det var der da – og den konflikt blev løst, som jeg sagde i min tale, på klassisk diplomatisk vis gennem en såkaldt verbalnote, som er et eller andet diplomatisk redskab, som formentlig går mange hundrede år tilbage i tiden, og hvori man erkender, at der har været en konflikt og man har fundet en form for løsning på det. jeg mener, at man fra dansk side løb en åben dør ind. jeg mener ikke, at vi gav noget. kineserne mente tilsyneladende, at de havde fået meget ud af det, men sådan er klassisk diplomati, vil jeg sige til hr. søren espersen, og det burde hr. søren espersen jo også vide som en person, der har beskæftiget sig med de her spørgsmål i mange, mange år. selvfølgelig blev der da løst en konflikt. jeg synes ikke, at prisen er værd at snakke om. jeg mener, det er en fortsættelse af vores politik. jeg mener, at vi stadig væk har ret til at kritisere kineserne. vi har stadig væk ret til at støtte tibetanerne, men det er rigtigt, at vi erkender, at det er inden for kinas territoriale grænser, at kampen for tibetansk autonomi, selvstændighed, skal føres. det mener jeg ikke er noget nyt, og derfor kan man sige, at den her konflikt blev løst på helt, helt klassisk vis."
20110527114354 2011-05-27 11:43:54 11:44:05 11 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Thor Pedersen" Male V formand Formanden 1945-06-14 66 "tak til hr. holger k. nielsen. der er ikke flere ønsker om korte bemærkninger. så er det hr. naser khader som ordfører."
20110527114405 2011-05-27 11:44:05 11:49:39 334 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Naser Khader" Male KF medlem nil 1963-08-28 48 "baggrunden for denne forespørgsel er den såkaldte verbalnote om det dansk-kinesiske forhold, som regeringen indgik med kina i december 2009. noten blev drøftet med folketingets partiers medlemmer af det udenrigspolitiske nævn og senere i folketingssalen ved en forespørgselsdebat, hvor der var stor tilslutning til noten fra et flertal i folketinget. dansk folkeparti vil have noten tilbagekaldt. baggrunden for verbalnoten var det nedkølede forhold, der i en periode i 2009 var mellem danmark og kina. det nedkølede forhold skyldtes dalai lamas besøg i danmark i maj 2009 og hans møder med statsministeren og udenrigsministeren. i kinesisk optik havde danmark på den måde blandet sig i kinas interne forhold og skadet vitale kinesiske interesser, da kina betragter tibet som en del af kina. det centrale i verbalnoten er en understregning af danmarks etkinapolitik, som betyder, at vi respekterer og anerkender kinas suverænitet. det indebærer, at danmark opfatter tibet som en del af kina. der er ikke tale om knæfald, men bare om en bekræftelse af den eksisterende danske etkinapolitik. til gengæld understreges det i verbalnoten for det første, at vi ikke vil beklage eller undskylde, at udenrigsministeren og statsministeren mødtes med dalai lama, for det andet, at vi ikke vil love kineserne, at ministrene ikke fremover vil mødes med dalai lama – det er noget, der i fremtiden skal drøftes i det udenrigspolitiske nævn – og for det tredje, at vi fortsat vil have lov til at kritisere krænkelser af menneskerettighederne i kina. for nogle måneder siden havde europaudvalget et møde med den kinesiske viceudenrigsminister, og jeg spurgte hende, hvordan hun ville definere menneskerettigheder. hun svarede, at det var social retfærdighed og stabilitet. og det er jo netop det med stabilitet, der er problemet, for det kinesiske regime vægter stabilitet langt højere end de af fn definerede universelle menneskerettigheder, som også kina har skrevet under på at overholde. endvidere insisterede hun på kinas ret til at definere deres egen version af menneskerettighederne. menneskerettighederne har vanskelige kår, når magthaverne foretrækker stabilitet og orden frem for individuelle universelle rettigheder. jeg synes, det er bekymrende, at vi har en supermagt, der hverken interesserer sig for eller respekterer de universelle menneskerettigheder, og det skal vi blive ved med at påtale, hvor end vi møder de kinesiske magthavere. samtidig tror jeg, at den kinesiske regering har indset, at deres styreform, som de kender den, lever på lånt tid. den kinesiske befolkning bliver mere og mere oplyst, og på et eller andet tidspunkt er det ikke længere nok med forbedrede levevilkår som en følge af landets økonomiske fremgang. før eller siden vil vi også i kina være vidner til dannelsen af en civil bevidsthed, som vi netop ser i mellemøsten og nordafrika i disse dage. før eller siden vil vi se den kinesiske civilbefolkning gøre krav på personlig og politisk frihed, og så må man håbe, at kineserne selv tager affære, som befolkningerne i nordafrika og mellemøsten har gjort det her for nylig. vi har i verbalnoten med andre ord ikke undskyldt eller beklaget det passerede. vi har heller ikke erklæret os enige i, at møderne strider mod kinesiske kerneinteresser, men vi har noteret os, at møderne efter kinas opfattelse strider mod kinesiske kerneinteresser, og det er der ikke noget nyt i. det er i øvrigt også den linje, som vores partnere i eu og usa har – en linje, som er helt på linje med dalai lamas linje. dalai lama har selv gentagne gange udtalt, at han ikke arbejder for tibets løsrivelse fra kina, men at han arbejder for en løsning for tibet inden for rammerne af kina, hvor landets grænser respekteres, og for kulturel og religiøs autonomi. i øvrigt er det vigtigt at forstå, at man internationalt sondrer mellem den interne ret til selvbestemmelse og den eksterne ret til selvbestemmelse, altså uafhængighed og løsrivelse, og det er ikke det, dalai lama kæmper for. dalai lamas position for tibet som en del af kina, hvor man ikke ønsker uafhængighed eller løsrivelse, men kulturel og religiøs autonomi, blev understreget i en tale, han holdt i 1988 i europa-parlamentet i strasbourg om en såkaldt fempunktsplan for fred, som han kaldte »middle way approach«. og det er denne tilgang, som er det centrale i verbalnoten. noten markerer med andre ord, at danmark og kina nu kigger fremad, og det skal vi blive ved med at gøre. tak."
20110527114939 2011-05-27 11:49:39 11:49:41 2 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Thor Pedersen" Male V formand Formanden 1945-06-14 66 "der er en kort bemærkning fra hr. søren espersen."
20110527114941 2011-05-27 11:49:41 11:50:20 39 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Søren Espersen" Male DF medlem nil 1953-07-20 58 "det her bliver nok ganske kort. jeg kan høre, at også den konservative ordfører bliver ved med at køre i den samme rille, som de andre har gjort: der er ikke noget nyt, der er ingenting sket, den der verbalnote var ingenting – den var bare en bekræftelse på det, vi altid har haft. men hvorfor blev kineserne så så begejstrede, at de med ét sådan løste alle bånd for dansk erhvervsliv? pludselig var alt bare fryd og gammen, og den kinesiske leder kom til klimatopmødet. hvis der ikke var noget nyt i det, hvis der i virkeligheden ikke står noget, hvorfor opstod så den der kolossale kinesiske begejstring?"
20110527115020 2011-05-27 11:50:20 11:50:22 2 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Thor Pedersen" Male V formand Formanden 1945-06-14 66 ordføreren.
20110527115022 2011-05-27 11:50:22 11:50:44 22 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Naser Khader" Male KF medlem nil 1963-08-28 48 "der var en konflikt – det var der – og den blev så løst ved verbalnoten. det, der bare skulle til, var åbenbart, at vi eksplicit understregede eller forklarede vores etkinapolitik, som vi har haft siden 1950’erne. i øvrigt er det vigtigt at understrege, at fn aldrig har anerkendt et selvstændigt tibet."
20110527115044 2011-05-27 11:50:44 11:50:46 2 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Thor Pedersen" Male V formand Formanden 1945-06-14 66 "hr. søren espersen."
20110527115046 2011-05-27 11:50:46 11:51:25 39 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Søren Espersen" Male DF medlem nil 1953-07-20 58 "det var så den kinesiske del af det. altså, vi er enige om, at de blev glade. for nu havde de sådan fået det, som de syntes de kunne leve med – måske havde de oven i købet selv skrevet sætningen; det kunne jeg godt forestille mig at de havde. men så er der den anden part, nemlig den tibetanske part. den modtagelse, verbalnoten fik der, var ikke helt så god, når dalai lama kalder den dels upassende, dels en fejlvurdering. hvordan kan det så være? altså, er han dum eller hvad? kan han ikke se, at det er fuldstændig, som det var før, eller kunne der være nogle andre forklaringer på, at han kaldte den upassende?"
20110527115125 2011-05-27 11:51:25 11:51:27 2 2011-05-27-18 38 F "forhandling af f 38: om verbalnote om kina/tibet." "Foreign Affairs" none "Thor Pedersen" Male V formand Formanden 1945-06-14 66 ordføreren.
